1	0.0429
1	0.042975
1	0.042982
1	0.042988
1	0.042993
1	0.042998
1	0.043003
1	0.043008
2	0.043013
2	0.043018
2	0.043023
2	0.043028
2	0.043033
2	0.043038
2	0.043042
2	0.043048
2	0.043052
2	0.043057
2	0.043063
2	0.043067
2	0.043072
3	0.043077
3	0.043082
3	0.043087
3	0.043091
3	0.043097
3	0.043102
3	0.043106
3	0.043112
3	0.043116
3	0.043121
3	0.043126
3	0.043131
3	0.043136
3	0.04314
3	0.043146
3	0.043151
3	0.043155
4	0.043161
4	0.043165
4	0.04317
4	0.043175
4	0.04318
4	0.043185
4	0.043189
4	0.043195
5	0.0432
5	0.043204
5	0.04321
5	0.043214
5	0.043219
5	0.043224
5	0.043229
5	0.043234
5	0.043239
5	0.043244
5	0.043249
6	0.043253
6	0.043259
6	0.043264
6	0.043268
6	0.043273
6	0.043278
6	0.043283
6	0.043287
6	0.043293
7	0.043297
7	0.043302
7	0.043307
7	0.043312
7	0.043317
8	0.043321
8	0.043327
8	0.043331
8	0.043336
8	0.043342
8	0.043346
8	0.043351
8	0.043356
8	0.043361
8	0.043365
8	0.04337
8	0.043376
8	0.04338
8	0.043385
8	0.043391
9	0.043395
9	0.0434
9	0.043404
9	0.04341
9	0.043414
9	0.043419
9	0.043425
9	0.043429
9	0.043434
10	0.043439
10	0.043444
10	0.043448
10	0.043454
10	0.043459
10	0.043463
10	0.043468
10	0.043473
11	0.043478
11	0.043482
11	0.043488
11	0.043492
11	0.043497
11	0.043502
11	0.043507
11	0.043512
11	0.043516
11	0.043522
11	0.043527
11	0.043531
11	0.043537
12	0.043541
12	0.043546
12	0.043551
12	0.043555
12	0.04356
12	0.043565
12	0.04357
12	0.043575
12	0.043579
12	0.043585
12	0.04359
12	0.043594
13	0.043599
13	0.043604
13	0.043609
13	0.043613
13	0.043619
13	0.043624
13	0.043628
13	0.043633
13	0.043638
13	0.043643
14	0.043647
14	0.043652
14	0.043658
14	0.043662
14	0.043667
14	0.043671
14	0.043677
14	0.043681
14	0.043686
14	0.043692
14	0.043696
15	0.043701
15	0.043706
15	0.043711
15	0.043715
15	0.04372
15	0.043725
15	0.04373
16	0.043735
16	0.04374
16	0.043745
16	0.043749
16	0.043755
16	0.043759
16	0.043764
16	0.043768
16	0.043774
17	0.043778
17	0.043783
17	0.043788
17	0.043793
17	0.043797
17	0.043802
17	0.043807
17	0.043812
17	0.043816
17	0.043822
17	0.043826
17	0.043831
18	0.043835
18	0.043841
18	0.043845
18	0.04385
18	0.043855
18	0.04386
18	0.043864
18	0.04387
19	0.043874
19	0.043879
19	0.043883
19	0.043889
19	0.043893
19	0.043898
19	0.043903
19	0.043908
19	0.043913
20	0.043918
20	0.043923
20	0.043927
20	0.043932
20	0.043937
20	0.043942
20	0.043946
20	0.043952
21	0.043956
21	0.043961
21	0.043965
21	0.043971
21	0.043975
21	0.04398
21	0.043985
21	0.04399
21	0.043994
21	0.044
21	0.044004
21	0.044009
22	0.044013
22	0.044019
22	0.044023
22	0.044028
22	0.044033
23	0.044038
23	0.044042
23	0.044048
23	0.044052
23	0.044057
23	0.044063
23	0.044067
23	0.044072
23	0.044077
23	0.044082
24	0.044086
24	0.044092
24	0.044096
24	0.044101
24	0.044105
24	0.044111
24	0.044115
24	0.04412
25	0.044126
25	0.04413
25	0.044135
25	0.04414
25	0.044145
25	0.044149
25	0.044154
25	0.044159
25	0.044164
25	0.044168
25	0.044173
25	0.044178
25	0.044183
25	0.044187
25	0.044192
26	0.044197
26	0.044202
26	0.044206
26	0.044211
26	0.044216
26	0.044221
26	0.044225
27	0.044231
27	0.044235
27	0.04424
27	0.044244
27	0.04425
27	0.044254
27	0.044259
28	0.044263
28	0.044269
28	0.044274
28	0.044278
28	0.044282
28	0.044288
29	0.044292
29	0.044297
29	0.044302
29	0.044307
29	0.044311
29	0.044316
29	0.044322
29	0.044326
29	0.044331
30	0.044336
30	0.044341
30	0.044345
30	0.04435
30	0.044355
30	0.04436
30	0.044364
30	0.04437
30	0.044374
31	0.044379
31	0.044383
31	0.044389
31	0.044393
31	0.044398
31	0.044403
31	0.044408
31	0.044412
32	0.044418
32	0.044422
32	0.044427
32	0.044432
32	0.044437
32	0.044441
32	0.044447
32	0.044452
32	0.044456
32	0.044461
32	0.044466
32	0.044471
32	0.044475
32	0.044481
32	0.044485
33	0.04449
33	0.044495
33	0.0445
33	0.044504
33	0.04451
33	0.044514
33	0.044519
33	0.044523
33	0.044529
34	0.044534
34	0.044538
34	0.044544
34	0.044548
34	0.044553
34	0.044558
34	0.044563
34	0.044568
34	0.044573
34	0.044577
34	0.044582
35	0.044587
35	0.044592
35	0.044597
35	0.044601
35	0.044607
35	0.044611
35	0.044615
35	0.04462
35	0.044625
35	0.04463
36	0.044635
36	0.04464
36	0.044645
36	0.044649
36	0.044655
36	0.044659
36	0.044664
36	0.044669
36	0.044674
36	0.044678
36	0.044689
37	0.044695
37	0.0447
37	0.044705
37	0.04471
37	0.044714
37	0.044719
37	0.044725
37	0.044729
37	0.044733
37	0.044738
38	0.044744
38	0.044748
38	0.044753
38	0.044758
